100 9.8e-05
200 0.000238
300 0.000343
400 0.000445
500 0.000548
600 0.000656
700 0.000763
800 0.000869
900 0.000974
1000 0.001083
1100 0.001192
1200 0.001307
1300 0.001416
1400 0.001527
1500 0.00164
1600 0.001754
1700 0.001868
1800 0.001977
1900 0.002088
2000 0.002201
2100 0.002317
2200 0.002446
2300 0.00255
2400 0.002645
2500 0.002739
2600 0.002843
2700 0.00293
2800 0.003021
2900 0.00311
3000 0.003197
3100 0.003283
3200 0.003372
3300 0.003461
3400 0.003551
3500 0.003642
3600 0.003741
3700 0.003864
3800 0.003952
3900 0.004041
4000 0.00413
4100 0.004217
4200 0.004305
4300 0.004394
4400 0.004492
4500 0.004584
4600 0.004675
4700 0.004769
4800 0.004857
4900 0.004946
5000 0.005043
5100 0.005146
5200 0.005243
5300 0.005332
5400 0.005418
5500 0.005506
5600 0.005596
5700 0.005694
5800 0.005783
5900 0.005873
6000 0.005962
6100 0.006057
6200 0.00615
6300 0.006251
6400 0.00635
6500 0.006454
6600 0.00657
6700 0.006662
6800 0.006749
6900 0.006841
7000 0.00694
7100 0.007032
7200 0.007123
7300 0.007237
7400 0.007331
7500 0.007427
7600 0.007519
7700 0.007612
7800 0.007702
7900 0.007793
8000 0.00789
8100 0.007984
8200 0.008088
8300 0.008237
8400 0.008383
8500 0.008529
8600 0.008716
8700 0.008832
8800 0.008946
8900 0.009035
9000 0.009129
9100 0.009228
9200 0.009327
9300 0.009416
9400 0.009504
9500 0.009595
9600 0.009683
9700 0.009772
9800 0.009862
9900 0.009947
10000 0.010032
